sk_order,order_number,order_type,priority_level,sales_channel,order_status
2037,ORD-0002037,Backorder,Low,EDI,Delivered
2038,ORD-0002038,Express,Critical,E-commerce,In Transit
2039,ORD-0002039,Express,Medium,E-commerce,Delivered
2040,ORD-0002040,Standard,Medium,B2B,Delivered
2041,ORD-0002041,Standard,Critical,B2B,Delivered
2042,ORD-0002042,Standard,High,B2B,Delivered
2043,ORD-0002043,Backorder,Low,EDI,Delivered
2044,ORD-0002044,Backorder,Critical,EDI,Delivered
2045,ORD-0002045,Express,Low,E-commerce,Delivered
2046,ORD-0002046,Backorder,Medium,EDI,In Transit
2047,ORD-0002047,Backorder,Low,EDI,In Transit
2048,ORD-0002048,Backorder,High,EDI,Delivered
2049,ORD-0002049,Standard,Medium,B2B,In Transit
2050,ORD-0002050,Standard,Medium,B2B,Delivered
2051,ORD-0002051,Backorder,Critical,EDI,Delivered
2052,ORD-0002052,Backorder,Medium,EDI,Delivered
2053,ORD-0002053,Backorder,Medium,EDI,In Transit
2054,ORD-0002054,Express,High,E-commerce,Delivered
2055,ORD-0002055,Standard,Critical,B2B,Delivered
2056,ORD-0002056,Backorder,Medium,EDI,Delivered
2057,ORD-0002057,Backorder,High,EDI,Delivered
2058,ORD-0002058,Standard,Low,B2B,Delivered
2059,ORD-0002059,Standard,High,B2B,Delivered
2060,ORD-0002060,Express,Medium,E-commerce,Delivered
2061,ORD-0002061,Backorder,Low,EDI,Delivered
2062,ORD-0002062,Standard,Medium,B2B,Delivered
2063,ORD-0002063,Express,Medium,E-commerce,Delivered
2064,ORD-0002064,Standard,Critical,B2B,Delivered
2065,ORD-0002065,Backorder,Medium,EDI,In Transit
2066,ORD-0002066,Express,Low,E-commerce,In Transit
2067,ORD-0002067,Express,Medium,E-commerce,Delivered
2068,ORD-0002068,Backorder,High,EDI,Delivered
2069,ORD-0002069,Standard,Medium,B2B,Delivered
2070,ORD-0002070,Backorder,Critical,EDI,Delivered
2071,ORD-0002071,Standard,High,B2B,Cancelled
2072,ORD-0002072,Express,High,E-commerce,Delivered
2073,ORD-0002073,Backorder,High,EDI,Delivered
2074,ORD-0002074,Backorder,High,EDI,Delivered
2075,ORD-0002075,Express,Critical,E-commerce,In Transit
2076,ORD-0002076,Backorder,High,EDI,Delivered
2077,ORD-0002077,Backorder,Critical,EDI,Cancelled
2078,ORD-0002078,Express,Medium,E-commerce,In Transit
2079,ORD-0002079,Standard,High,B2B,Delivered
2080,ORD-0002080,Express,Medium,E-commerce,Delivered
2081,ORD-0002081,Backorder,Low,EDI,Delivered
2082,ORD-0002082,Express,Low,E-commerce,Delivered
2083,ORD-0002083,Express,Medium,E-commerce,Delivered
2084,ORD-0002084,Express,Medium,E-commerce,Returned
2085,ORD-0002085,Standard,Medium,B2B,Delivered
2086,ORD-0002086,Standard,High,B2B,Delivered
2087,ORD-0002087,Standard,Medium,B2B,Delivered
2088,ORD-0002088,Backorder,Critical,EDI,In Transit
2089,ORD-0002089,Express,Medium,E-commerce,In Transit
2090,ORD-0002090,Backorder,Low,EDI,Delivered
2091,ORD-0002091,Backorder,Critical,EDI,In Transit
2092,ORD-0002092,Standard,Critical,B2B,Delivered
2093,ORD-0002093,Standard,High,B2B,Delivered
2094,ORD-0002094,Express,Critical,E-commerce,Delivered
2095,ORD-0002095,Standard,Critical,B2B,Delivered
2096,ORD-0002096,Standard,Medium,B2B,Delivered
2097,ORD-0002097,Backorder,Critical,EDI,Delivered
2098,ORD-0002098,Backorder,Critical,EDI,Delivered
2099,ORD-0002099,Backorder,High,EDI,Delivered
2100,ORD-0002100,Express,High,E-commerce,Delivered
2101,ORD-0002101,Backorder,High,EDI,Cancelled
2102,ORD-0002102,Standard,High,B2B,In Transit
2103,ORD-0002103,Standard,Low,B2B,Delivered
2104,ORD-0002104,Standard,Low,B2B,In Transit
2105,ORD-0002105,Backorder,Medium,EDI,In Transit
2106,ORD-0002106,Backorder,Medium,EDI,Delivered
2107,ORD-0002107,Backorder,High,EDI,In Transit
2108,ORD-0002108,Express,Low,E-commerce,Delivered
2109,ORD-0002109,Standard,Critical,B2B,Delivered
2110,ORD-0002110,Backorder,Critical,EDI,In Transit
2111,ORD-0002111,Standard,High,B2B,Delivered
2112,ORD-0002112,Express,High,E-commerce,Delivered
2113,ORD-0002113,Standard,Low,B2B,Delivered
2114,ORD-0002114,Standard,High,B2B,In Transit
2115,ORD-0002115,Standard,Medium,B2B,Delivered
2116,ORD-0002116,Standard,Low,B2B,Delivered
2117,ORD-0002117,Standard,Low,B2B,In Transit
2118,ORD-0002118,Express,High,E-commerce,Delivered
2119,ORD-0002119,Standard,Low,B2B,Delivered
2120,ORD-0002120,Standard,Low,B2B,Delivered
2121,ORD-0002121,Express,Critical,E-commerce,Delivered
2122,ORD-0002122,Standard,High,B2B,Delivered
2123,ORD-0002123,Backorder,Low,EDI,Delivered
2124,ORD-0002124,Standard,High,B2B,Delivered
2125,ORD-0002125,Backorder,Medium,EDI,In Transit
2126,ORD-0002126,Express,Medium,E-commerce,Delivered
2127,ORD-0002127,Express,High,E-commerce,In Transit
2128,ORD-0002128,Express,High,E-commerce,Delivered
2129,ORD-0002129,Express,Critical,E-commerce,Delivered
2130,ORD-0002130,Backorder,High,EDI,Delivered
2131,ORD-0002131,Express,Critical,E-commerce,Delivered
2132,ORD-0002132,Express,Critical,E-commerce,Delivered
2133,ORD-0002133,Express,Critical,E-commerce,Delivered
2134,ORD-0002134,Express,Critical,E-commerce,Delivered
2135,ORD-0002135,Standard,Medium,B2B,Delivered
2136,ORD-0002136,Express,High,E-commerce,In Transit
2137,ORD-0002137,Backorder,Critical,EDI,Delivered
2138,ORD-0002138,Express,Medium,E-commerce,Delivered
2139,ORD-0002139,Backorder,Medium,EDI,Delivered
2140,ORD-0002140,Backorder,High,EDI,In Transit
2141,ORD-0002141,Backorder,Critical,EDI,In Transit
2142,ORD-0002142,Express,High,E-commerce,Delivered
2143,ORD-0002143,Express,Medium,E-commerce,Delivered
2144,ORD-0002144,Backorder,Critical,EDI,Delivered
2145,ORD-0002145,Standard,Medium,B2B,Delivered
2146,ORD-0002146,Backorder,High,EDI,Cancelled
2147,ORD-0002147,Express,Medium,E-commerce,Delivered
2148,ORD-0002148,Express,Low,E-commerce,Delivered
2149,ORD-0002149,Standard,Medium,B2B,Delivered
2150,ORD-0002150,Backorder,High,EDI,Delivered
2151,ORD-0002151,Standard,Critical,B2B,Delivered
2152,ORD-0002152,Backorder,Low,EDI,Delivered
2153,ORD-0002153,Express,Low,E-commerce,Returned
2154,ORD-0002154,Express,Medium,E-commerce,In Transit
2155,ORD-0002155,Standard,Medium,B2B,Delivered
2156,ORD-0002156,Backorder,Medium,EDI,In Transit
2157,ORD-0002157,Express,Medium,E-commerce,Delivered
2158,ORD-0002158,Express,Critical,E-commerce,Delivered
2159,ORD-0002159,Backorder,Low,EDI,Delivered
2160,ORD-0002160,Express,Low,E-commerce,Delivered
2161,ORD-0002161,Standard,Critical,B2B,Cancelled
2162,ORD-0002162,Backorder,Medium,EDI,Delivered
2163,ORD-0002163,Express,Critical,E-commerce,Delivered
2164,ORD-0002164,Express,Low,E-commerce,Delivered
2165,ORD-0002165,Standard,High,B2B,Delivered
2166,ORD-0002166,Backorder,Medium,EDI,Delivered
2167,ORD-0002167,Express,High,E-commerce,Delivered
2168,ORD-0002168,Standard,High,B2B,Delivered
2169,ORD-0002169,Express,Medium,E-commerce,Delivered
2170,ORD-0002170,Backorder,Low,EDI,In Transit
2171,ORD-0002171,Standard,High,B2B,Delivered
2172,ORD-0002172,Backorder,High,EDI,Delivered
2173,ORD-0002173,Standard,High,B2B,Delivered
2174,ORD-0002174,Express,Low,E-commerce,Delivered
2175,ORD-0002175,Standard,Low,B2B,Delivered
2176,ORD-0002176,Backorder,High,EDI,Delivered
2177,ORD-0002177,Backorder,Low,EDI,Delivered
2178,ORD-0002178,Express,High,E-commerce,Delivered
2179,ORD-0002179,Express,Critical,E-commerce,In Transit
2180,ORD-0002180,Backorder,High,EDI,Delivered
2181,ORD-0002181,Express,High,E-commerce,In Transit
2182,ORD-0002182,Standard,Low,B2B,In Transit
2183,ORD-0002183,Standard,Low,B2B,Delivered
2184,ORD-0002184,Backorder,Low,EDI,Delivered
2185,ORD-0002185,Standard,High,B2B,Delivered
2186,ORD-0002186,Backorder,High,EDI,Delivered
2187,ORD-0002187,Express,Critical,E-commerce,Delivered
2188,ORD-0002188,Express,Low,E-commerce,Delivered
2189,ORD-0002189,Express,High,E-commerce,Delivered
2190,ORD-0002190,Standard,Low,B2B,Delivered
2191,ORD-0002191,Express,Critical,E-commerce,Delivered
2192,ORD-0002192,Standard,Low,B2B,Delivered
2193,ORD-0002193,Standard,Medium,B2B,Delivered
2194,ORD-0002194,Express,High,E-commerce,Delivered
2195,ORD-0002195,Standard,Low,B2B,In Transit
2196,ORD-0002196,Express,Critical,E-commerce,Delivered
2197,ORD-0002197,Backorder,Critical,EDI,Delivered
2198,ORD-0002198,Backorder,High,EDI,Delivered
2199,ORD-0002199,Standard,Medium,B2B,Delivered
2200,ORD-0002200,Express,Low,E-commerce,Delivered
2201,ORD-0002201,Express,High,E-commerce,In Transit
2202,ORD-0002202,Express,Low,E-commerce,Delivered
2203,ORD-0002203,Express,Low,E-commerce,Delivered
2204,ORD-0002204,Express,Low,E-commerce,Delivered
2205,ORD-0002205,Express,Medium,E-commerce,Delivered
2206,ORD-0002206,Standard,High,B2B,Cancelled
2207,ORD-0002207,Standard,High,B2B,Delivered
2208,ORD-0002208,Backorder,Medium,EDI,Delivered
2209,ORD-0002209,Express,Critical,E-commerce,Delivered
2210,ORD-0002210,Standard,Critical,B2B,Delivered
2211,ORD-0002211,Standard,Critical,B2B,Delivered
2212,ORD-0002212,Standard,Critical,B2B,Delivered
2213,ORD-0002213,Backorder,Critical,EDI,Delivered
2214,ORD-0002214,Backorder,High,EDI,Delivered
2215,ORD-0002215,Express,High,E-commerce,Delivered
2216,ORD-0002216,Express,High,E-commerce,Delivered
2217,ORD-0002217,Express,Critical,E-commerce,Delivered
2218,ORD-0002218,Express,High,E-commerce,Delivered
2219,ORD-0002219,Backorder,High,EDI,Delivered
2220,ORD-0002220,Backorder,High,EDI,Delivered
2221,ORD-0002221,Backorder,Critical,EDI,Delivered
2222,ORD-0002222,Backorder,Critical,EDI,Cancelled
2223,ORD-0002223,Backorder,High,EDI,In Transit
2224,ORD-0002224,Backorder,Low,EDI,Delivered
2225,ORD-0002225,Backorder,High,EDI,Delivered
2226,ORD-0002226,Express,Low,E-commerce,Delivered
2227,ORD-0002227,Express,Critical,E-commerce,Delivered
2228,ORD-0002228,Express,Medium,E-commerce,In Transit
2229,ORD-0002229,Backorder,Medium,EDI,In Transit
2230,ORD-0002230,Standard,Medium,B2B,Delivered
2231,ORD-0002231,Backorder,Critical,EDI,Delivered
2232,ORD-0002232,Backorder,High,EDI,Delivered
2233,ORD-0002233,Backorder,Medium,EDI,Delivered
2234,ORD-0002234,Backorder,Low,EDI,Delivered
2235,ORD-0002235,Backorder,High,EDI,Delivered
2236,ORD-0002236,Backorder,High,EDI,Delivered
2237,ORD-0002237,Backorder,Low,EDI,Delivered
2238,ORD-0002238,Express,Medium,E-commerce,Delivered
2239,ORD-0002239,Express,High,E-commerce,In Transit
2240,ORD-0002240,Backorder,Critical,EDI,Delivered
2241,ORD-0002241,Standard,Low,B2B,Delivered
2242,ORD-0002242,Express,Critical,E-commerce,Delivered
2243,ORD-0002243,Express,Low,E-commerce,Delivered
2244,ORD-0002244,Backorder,Low,EDI,Delivered
2245,ORD-0002245,Express,Low,E-commerce,In Transit
2246,ORD-0002246,Backorder,Medium,EDI,Delivered
2247,ORD-0002247,Backorder,Critical,EDI,Delivered
2248,ORD-0002248,Standard,Medium,B2B,Delivered
2249,ORD-0002249,Standard,Critical,B2B,Delivered
2250,ORD-0002250,Backorder,Medium,EDI,Delivered
2251,ORD-0002251,Standard,Critical,B2B,Returned
2252,ORD-0002252,Express,High,E-commerce,Delivered
2253,ORD-0002253,Express,Low,E-commerce,Delivered
2254,ORD-0002254,Express,Low,E-commerce,Delivered
2255,ORD-0002255,Backorder,High,EDI,In Transit
2256,ORD-0002256,Standard,Critical,B2B,Delivered
2257,ORD-0002257,Standard,High,B2B,Delivered
2258,ORD-0002258,Express,Low,E-commerce,Returned
2259,ORD-0002259,Standard,Medium,B2B,Delivered
2260,ORD-0002260,Backorder,High,EDI,Delivered
2261,ORD-0002261,Express,Medium,E-commerce,Delivered
2262,ORD-0002262,Standard,High,B2B,In Transit
2263,ORD-0002263,Backorder,Critical,EDI,Delivered
2264,ORD-0002264,Backorder,High,EDI,Delivered
2265,ORD-0002265,Backorder,Critical,EDI,Delivered
2266,ORD-0002266,Backorder,Medium,EDI,Delivered
2267,ORD-0002267,Backorder,Medium,EDI,Delivered
2268,ORD-0002268,Standard,Critical,B2B,Delivered
2269,ORD-0002269,Standard,High,B2B,Delivered
2270,ORD-0002270,Backorder,High,EDI,In Transit
2271,ORD-0002271,Backorder,High,EDI,Delivered
2272,ORD-0002272,Standard,Low,B2B,In Transit
2273,ORD-0002273,Standard,Critical,B2B,Delivered
2274,ORD-0002274,Standard,Medium,B2B,Delivered
2275,ORD-0002275,Express,Medium,E-commerce,Delivered
2276,ORD-0002276,Backorder,Low,EDI,Delivered
2277,ORD-0002277,Express,High,E-commerce,Delivered
2278,ORD-0002278,Backorder,Medium,EDI,Delivered
2279,ORD-0002279,Backorder,Critical,EDI,Delivered
2280,ORD-0002280,Express,High,E-commerce,Delivered
2281,ORD-0002281,Standard,Critical,B2B,Delivered
2282,ORD-0002282,Standard,Low,B2B,In Transit
2283,ORD-0002283,Express,High,E-commerce,In Transit
2284,ORD-0002284,Backorder,Low,EDI,Delivered
2285,ORD-0002285,Backorder,Critical,EDI,Delivered
2286,ORD-0002286,Express,Low,E-commerce,Delivered
2287,ORD-0002287,Express,Medium,E-commerce,Delivered
2288,ORD-0002288,Standard,High,B2B,Delivered
2289,ORD-0002289,Backorder,Low,EDI,In Transit
2290,ORD-0002290,Backorder,Critical,EDI,Delivered
2291,ORD-0002291,Express,Critical,E-commerce,Delivered
2292,ORD-0002292,Express,High,E-commerce,Delivered
2293,ORD-0002293,Express,High,E-commerce,Delivered
2294,ORD-0002294,Backorder,Critical,EDI,Delivered
2295,ORD-0002295,Standard,Low,B2B,Delivered
2296,ORD-0002296,Express,Medium,E-commerce,Delivered
2297,ORD-0002297,Standard,Low,B2B,Delivered
2298,ORD-0002298,Express,Medium,E-commerce,In Transit
2299,ORD-0002299,Backorder,Critical,EDI,Delivered
2300,ORD-0002300,Standard,Low,B2B,Delivered
2301,ORD-0002301,Standard,Medium,B2B,Delivered
2302,ORD-0002302,Standard,High,B2B,In Transit
2303,ORD-0002303,Backorder,Medium,EDI,Delivered
2304,ORD-0002304,Backorder,Low,EDI,Delivered
2305,ORD-0002305,Express,Critical,E-commerce,In Transit
2306,ORD-0002306,Backorder,Medium,EDI,Delivered
2307,ORD-0002307,Standard,Low,B2B,Delivered
2308,ORD-0002308,Express,High,E-commerce,Delivered
2309,ORD-0002309,Express,Critical,E-commerce,Returned
2310,ORD-0002310,Standard,Low,B2B,Delivered
2311,ORD-0002311,Express,Medium,E-commerce,Delivered
2312,ORD-0002312,Standard,Low,B2B,In Transit
2313,ORD-0002313,Standard,Low,B2B,Delivered
2314,ORD-0002314,Express,Medium,E-commerce,In Transit
2315,ORD-0002315,Express,High,E-commerce,Delivered
2316,ORD-0002316,Backorder,Medium,EDI,In Transit
2317,ORD-0002317,Express,Critical,E-commerce,Delivered
2318,ORD-0002318,Standard,Critical,B2B,Returned
2319,ORD-0002319,Standard,Medium,B2B,Delivered
2320,ORD-0002320,Backorder,Critical,EDI,Delivered
2321,ORD-0002321,Backorder,Low,EDI,Delivered
2322,ORD-0002322,Backorder,Critical,EDI,Delivered
2323,ORD-0002323,Standard,Medium,B2B,Delivered
2324,ORD-0002324,Express,High,E-commerce,Delivered
2325,ORD-0002325,Standard,Critical,B2B,Delivered
2326,ORD-0002326,Backorder,Low,EDI,Delivered
2327,ORD-0002327,Backorder,Critical,EDI,Delivered
2328,ORD-0002328,Express,Critical,E-commerce,Returned
2329,ORD-0002329,Backorder,Critical,EDI,Delivered
2330,ORD-0002330,Backorder,Medium,EDI,Delivered
2331,ORD-0002331,Standard,Medium,B2B,Delivered
2332,ORD-0002332,Standard,High,B2B,Delivered
2333,ORD-0002333,Standard,Low,B2B,Delivered
2334,ORD-0002334,Backorder,High,EDI,Delivered
2335,ORD-0002335,Express,Critical,E-commerce,Delivered
2336,ORD-0002336,Standard,Critical,B2B,Delivered
2337,ORD-0002337,Backorder,Critical,EDI,Delivered
2338,ORD-0002338,Backorder,Medium,EDI,Delivered
2339,ORD-0002339,Standard,Critical,B2B,Delivered
2340,ORD-0002340,Backorder,Low,EDI,Delivered
2341,ORD-0002341,Standard,Medium,B2B,Delivered
2342,ORD-0002342,Backorder,Critical,EDI,Delivered
2343,ORD-0002343,Backorder,Medium,EDI,Delivered
2344,ORD-0002344,Backorder,Critical,EDI,Delivered
2345,ORD-0002345,Express,High,E-commerce,Delivered
2346,ORD-0002346,Standard,High,B2B,In Transit
2347,ORD-0002347,Backorder,Low,EDI,Delivered
2348,ORD-0002348,Standard,Critical,B2B,Delivered
2349,ORD-0002349,Standard,Medium,B2B,Delivered
2350,ORD-0002350,Standard,Low,B2B,Delivered
2351,ORD-0002351,Standard,Medium,B2B,Delivered
2352,ORD-0002352,Backorder,High,EDI,Delivered
2353,ORD-0002353,Express,Medium,E-commerce,In Transit
2354,ORD-0002354,Backorder,Medium,EDI,In Transit
2355,ORD-0002355,Express,Critical,E-commerce,Delivered
2356,ORD-0002356,Backorder,High,EDI,Delivered
2357,ORD-0002357,Express,Low,E-commerce,Delivered
2358,ORD-0002358,Express,High,E-commerce,Delivered
2359,ORD-0002359,Standard,High,B2B,Delivered
2360,ORD-0002360,Standard,Critical,B2B,Delivered
2361,ORD-0002361,Standard,Critical,B2B,Delivered
2362,ORD-0002362,Backorder,Low,EDI,Delivered
2363,ORD-0002363,Backorder,Low,EDI,Delivered
2364,ORD-0002364,Express,Low,E-commerce,Delivered
2365,ORD-0002365,Backorder,High,EDI,Delivered
2366,ORD-0002366,Backorder,High,EDI,Delivered
2367,ORD-0002367,Standard,Critical,B2B,Delivered
2368,ORD-0002368,Backorder,Critical,EDI,Delivered
2369,ORD-0002369,Express,Medium,E-commerce,Delivered
2370,ORD-0002370,Express,Critical,E-commerce,Delivered
2371,ORD-0002371,Backorder,Medium,EDI,Delivered
2372,ORD-0002372,Backorder,Low,EDI,Delivered
2373,ORD-0002373,Express,Low,E-commerce,Delivered
2374,ORD-0002374,Backorder,High,EDI,In Transit
2375,ORD-0002375,Standard,Medium,B2B,Delivered
2376,ORD-0002376,Standard,Low,B2B,Delivered
2377,ORD-0002377,Standard,Low,B2B,Delivered
2378,ORD-0002378,Express,High,E-commerce,In Transit
2379,ORD-0002379,Backorder,High,EDI,Delivered
2380,ORD-0002380,Backorder,High,EDI,Delivered
2381,ORD-0002381,Standard,Medium,B2B,Delivered
2382,ORD-0002382,Backorder,Low,EDI,Delivered
2383,ORD-0002383,Standard,High,B2B,In Transit
2384,ORD-0002384,Express,Critical,E-commerce,In Transit
2385,ORD-0002385,Express,Low,E-commerce,Delivered
2386,ORD-0002386,Express,High,E-commerce,Delivered
2387,ORD-0002387,Backorder,Medium,EDI,In Transit
2388,ORD-0002388,Standard,Critical,B2B,In Transit
2389,ORD-0002389,Express,Medium,E-commerce,Delivered
2390,ORD-0002390,Backorder,Critical,EDI,Delivered
2391,ORD-0002391,Backorder,Medium,EDI,In Transit
2392,ORD-0002392,Express,Low,E-commerce,Delivered
2393,ORD-0002393,Backorder,Critical,EDI,Delivered
2394,ORD-0002394,Backorder,Critical,EDI,Delivered
2395,ORD-0002395,Standard,Low,B2B,Delivered
2396,ORD-0002396,Standard,Medium,B2B,In Transit
2397,ORD-0002397,Standard,Medium,B2B,Delivered
2398,ORD-0002398,Standard,Medium,B2B,Delivered
2399,ORD-0002399,Express,Low,E-commerce,Delivered
2400,ORD-0002400,Express,Medium,E-commerce,Delivered
2401,ORD-0002401,Backorder,Low,EDI,In Transit
2402,ORD-0002402,Express,High,E-commerce,Delivered
2403,ORD-0002403,Backorder,Medium,EDI,Delivered
2404,ORD-0002404,Backorder,Low,EDI,Delivered
2405,ORD-0002405,Backorder,Medium,EDI,Delivered
2406,ORD-0002406,Standard,Critical,B2B,Delivered
2407,ORD-0002407,Standard,Medium,B2B,Delivered
2408,ORD-0002408,Backorder,Medium,EDI,Delivered
2409,ORD-0002409,Express,Critical,E-commerce,Returned
2410,ORD-0002410,Backorder,Medium,EDI,Delivered
2411,ORD-0002411,Express,Low,E-commerce,Delivered
2412,ORD-0002412,Backorder,Critical,EDI,Delivered
2413,ORD-0002413,Backorder,Critical,EDI,Cancelled
2414,ORD-0002414,Standard,High,B2B,Delivered
2415,ORD-0002415,Backorder,Low,EDI,Delivered
2416,ORD-0002416,Express,Low,E-commerce,In Transit
2417,ORD-0002417,Express,Critical,E-commerce,Delivered
2418,ORD-0002418,Standard,High,B2B,Delivered
2419,ORD-0002419,Express,Medium,E-commerce,Delivered
2420,ORD-0002420,Express,Low,E-commerce,Delivered
2421,ORD-0002421,Standard,Critical,B2B,Delivered
2422,ORD-0002422,Backorder,Low,EDI,Delivered
2423,ORD-0002423,Express,Medium,E-commerce,In Transit
2424,ORD-0002424,Backorder,Medium,EDI,Delivered
2425,ORD-0002425,Standard,High,B2B,Delivered
2426,ORD-0002426,Backorder,Critical,EDI,Returned
2427,ORD-0002427,Express,Medium,E-commerce,Delivered
2428,ORD-0002428,Express,Low,E-commerce,Delivered
2429,ORD-0002429,Standard,High,B2B,In Transit
2430,ORD-0002430,Standard,Critical,B2B,Delivered
2431,ORD-0002431,Standard,Medium,B2B,Delivered
2432,ORD-0002432,Backorder,Critical,EDI,In Transit
2433,ORD-0002433,Backorder,High,EDI,Delivered
2434,ORD-0002434,Express,Low,E-commerce,In Transit
2435,ORD-0002435,Express,High,E-commerce,Delivered
2436,ORD-0002436,Backorder,High,EDI,Delivered
2437,ORD-0002437,Backorder,High,EDI,Delivered
2438,ORD-0002438,Express,Critical,E-commerce,In Transit
2439,ORD-0002439,Standard,High,B2B,Cancelled
2440,ORD-0002440,Express,Medium,E-commerce,Delivered
2441,ORD-0002441,Express,Low,E-commerce,Delivered
2442,ORD-0002442,Standard,High,B2B,Delivered
2443,ORD-0002443,Standard,Low,B2B,Delivered
2444,ORD-0002444,Standard,Medium,B2B,In Transit
2445,ORD-0002445,Standard,Critical,B2B,Delivered
2446,ORD-0002446,Standard,Low,B2B,In Transit
2447,ORD-0002447,Express,Low,E-commerce,Delivered
2448,ORD-0002448,Standard,Critical,B2B,Delivered
2449,ORD-0002449,Express,Low,E-commerce,In Transit
2450,ORD-0002450,Standard,High,B2B,In Transit
2451,ORD-0002451,Express,Medium,E-commerce,Returned
2452,ORD-0002452,Express,Low,E-commerce,Delivered
2453,ORD-0002453,Backorder,High,EDI,In Transit
2454,ORD-0002454,Backorder,Low,EDI,In Transit
2455,ORD-0002455,Standard,Medium,B2B,Delivered
2456,ORD-0002456,Standard,Low,B2B,Delivered
2457,ORD-0002457,Standard,High,B2B,Delivered
2458,ORD-0002458,Backorder,Critical,EDI,Delivered
2459,ORD-0002459,Standard,Low,B2B,Delivered
2460,ORD-0002460,Express,Low,E-commerce,Delivered
2461,ORD-0002461,Backorder,High,EDI,In Transit
2462,ORD-0002462,Backorder,High,EDI,Delivered
2463,ORD-0002463,Express,High,E-commerce,Delivered
2464,ORD-0002464,Express,Critical,E-commerce,Delivered
2465,ORD-0002465,Standard,Low,B2B,Delivered
2466,ORD-0002466,Standard,Critical,B2B,Delivered
2467,ORD-0002467,Backorder,High,EDI,Delivered
2468,ORD-0002468,Express,Critical,E-commerce,Delivered
2469,ORD-0002469,Backorder,Medium,EDI,Delivered
2470,ORD-0002470,Express,Low,E-commerce,Delivered
2471,ORD-0002471,Express,Low,E-commerce,Delivered
2472,ORD-0002472,Backorder,Low,EDI,Delivered
2473,ORD-0002473,Backorder,Low,EDI,In Transit
2474,ORD-0002474,Express,Critical,E-commerce,Cancelled
2475,ORD-0002475,Backorder,Critical,EDI,Delivered
2476,ORD-0002476,Standard,Critical,B2B,Delivered
2477,ORD-0002477,Backorder,High,EDI,In Transit
2478,ORD-0002478,Backorder,Low,EDI,Delivered
2479,ORD-0002479,Express,Medium,E-commerce,Delivered
2480,ORD-0002480,Standard,Low,B2B,In Transit
2481,ORD-0002481,Backorder,Low,EDI,Delivered
2482,ORD-0002482,Standard,High,B2B,Delivered
2483,ORD-0002483,Express,Low,E-commerce,In Transit
2484,ORD-0002484,Backorder,Medium,EDI,Delivered
2485,ORD-0002485,Express,Medium,E-commerce,Delivered
2486,ORD-0002486,Standard,High,B2B,In Transit
2487,ORD-0002487,Backorder,Low,EDI,Delivered
2488,ORD-0002488,Standard,Medium,B2B,Delivered
2489,ORD-0002489,Express,High,E-commerce,Delivered
2490,ORD-0002490,Standard,Low,B2B,Delivered
2491,ORD-0002491,Backorder,Medium,EDI,In Transit
2492,ORD-0002492,Standard,High,B2B,Delivered
2493,ORD-0002493,Express,High,E-commerce,In Transit
2494,ORD-0002494,Backorder,Medium,EDI,Delivered
2495,ORD-0002495,Standard,Critical,B2B,Delivered
2496,ORD-0002496,Express,Low,E-commerce,Delivered
2497,ORD-0002497,Backorder,High,EDI,Delivered
2498,ORD-0002498,Standard,Medium,B2B,Delivered
2499,ORD-0002499,Express,Medium,E-commerce,Delivered
2500,ORD-0002500,Express,Low,E-commerce,Delivered
