fact_satisfaction_id,sk_date,sk_client,sk_order,satisfaction_score,satisfaction_band,complaint_flag,nps_class,resolution_hours
2006,1137,15,892,4.7,Excellent,0,Promoter,56.51
2007,1467,23,2428,4.4,Good,0,Passive,16.42
2008,2095,29,765,4.4,Good,0,Passive,51.02
2009,161,8,115,4.4,Good,0,Passive,76.37
2010,326,10,2073,3.8,Average,1,Passive,45.51
2011,883,16,888,4.7,Excellent,0,Promoter,34.93
2012,92,4,2384,4.4,Good,0,Passive,59.33
2013,591,9,439,3.6,Average,0,Passive,15.68
2014,1694,26,357,5.0,Excellent,0,Promoter,22.0
2015,1846,22,985,2.7,Poor,1,Detractor,125.87
2016,62,4,1100,5.0,Excellent,0,Promoter,36.72
2017,2143,26,1857,4.4,Good,0,Passive,28.38
2018,68,9,516,4.5,Excellent,0,Promoter,36.77
2019,432,6,1499,3.9,Average,0,Passive,46.49
2020,349,8,2434,4.7,Excellent,0,Promoter,27.09
2021,302,9,1425,3.7,Average,1,Passive,199.35
2022,690,5,276,4.1,Good,1,Passive,111.1
2023,1305,15,1104,3.6,Average,0,Passive,49.79
2024,300,7,1550,4.5,Excellent,0,Promoter,55.6
2025,422,6,896,4.3,Good,0,Passive,49.02
2026,672,5,270,5.0,Excellent,0,Promoter,84.16
2027,31,1,166,4.3,Good,0,Passive,10.58
2028,2099,30,1957,3.8,Average,0,Passive,42.05
2029,181,9,2165,4.3,Good,0,Passive,57.95
2030,1146,13,410,3.9,Average,1,Passive,216.67
2031,1447,11,766,3.8,Average,1,Passive,115.95
2032,1958,24,1977,3.6,Average,1,Passive,70.92
2033,470,3,329,4.0,Good,0,Passive,42.95
2034,149,10,1225,4.9,Excellent,0,Promoter,74.74
2035,349,5,3,4.5,Excellent,0,Promoter,37.21
2036,74,8,990,5.0,Excellent,0,Promoter,37.41
2037,1886,28,1010,4.0,Good,0,Passive,56.86
2038,393,2,904,4.6,Excellent,1,Promoter,132.05
2039,1758,28,1368,4.6,Excellent,0,Promoter,10.89
2040,1683,29,1989,4.8,Excellent,0,Promoter,51.38
2041,219,10,654,4.3,Good,0,Passive,31.12
2042,316,7,968,4.1,Good,1,Passive,74.63
2043,734,20,642,4.6,Excellent,0,Promoter,24.75
2044,44,6,62,4.4,Good,0,Passive,68.14
2045,489,3,261,3.8,Average,1,Passive,82.8
2046,830,20,1604,4.2,Good,0,Passive,25.29
2047,1723,21,1703,3.9,Average,0,Passive,71.75
2048,628,1,1684,4.5,Excellent,0,Promoter,68.86
2049,2103,21,1105,4.4,Good,0,Passive,64.31
2050,1516,23,1788,4.6,Excellent,0,Promoter,66.58
2051,866,16,122,4.8,Excellent,0,Promoter,47.75
2052,1052,20,186,4.2,Good,0,Passive,30.94
2053,1965,28,1494,4.0,Good,0,Passive,75.04
2054,1979,21,2233,4.1,Good,0,Passive,61.13
2055,2122,23,1673,3.8,Average,1,Passive,37.3
2056,2164,30,1176,3.5,Average,1,Passive,114.23
2057,495,5,522,4.2,Good,0,Passive,25.22
2058,1771,29,421,3.8,Average,0,Passive,100.34
2059,1238,13,2120,4.7,Excellent,0,Promoter,65.86
2060,1002,13,1254,4.6,Excellent,0,Promoter,40.32
2061,1633,25,1249,4.7,Excellent,0,Promoter,58.65
2062,933,18,1506,3.2,Average,1,Detractor,23.36
2063,1140,11,529,4.2,Good,0,Passive,20.15
2064,1021,12,1182,4.1,Good,1,Passive,47.96
2065,431,3,1452,3.8,Average,1,Passive,177.13
2066,197,8,1806,4.4,Good,0,Passive,61.79
2067,1606,23,203,4.7,Excellent,0,Promoter,22.99
2068,2127,26,2465,3.0,Average,1,Detractor,84.64
2069,2143,26,1085,3.7,Average,0,Passive,75.74
2070,1639,29,1449,3.5,Average,0,Passive,43.68
2071,232,2,603,4.0,Good,1,Passive,18.58
2072,1640,29,1963,5.0,Excellent,0,Promoter,82.65
2073,91,1,2478,4.6,Excellent,0,Promoter,23.05
2074,1386,13,1203,3.8,Average,0,Passive,40.24
2075,1816,27,2024,4.9,Excellent,0,Promoter,32.09
2076,1404,14,1738,4.1,Good,0,Passive,36.14
2077,1051,16,1151,3.6,Average,0,Passive,34.92
2078,1713,26,919,4.9,Excellent,0,Promoter,21.28
2079,1887,22,1131,4.2,Good,0,Passive,38.93
2080,2136,21,2117,4.3,Good,0,Passive,59.58
2081,394,2,2049,5.0,Excellent,0,Promoter,24.53
2082,759,13,2485,4.9,Excellent,0,Promoter,79.01
2083,865,15,129,4.7,Excellent,0,Promoter,96.73
2084,137,8,1813,4.5,Excellent,1,Promoter,112.45
2085,1087,11,1287,3.8,Average,0,Passive,50.81
2086,1904,25,2307,4.3,Good,0,Passive,53.81
2087,1803,27,547,3.7,Average,0,Passive,20.99
2088,1659,29,2239,4.3,Good,0,Passive,34.42
2089,1376,11,2216,4.9,Excellent,0,Promoter,74.14
2090,1667,21,1411,4.0,Good,0,Passive,43.62
2091,1370,18,740,4.3,Good,0,Passive,46.12
2092,1010,14,45,4.8,Excellent,0,Promoter,30.65
2093,718,7,553,3.7,Average,1,Passive,83.74
2094,1365,16,889,4.2,Good,1,Passive,26.29
2095,1167,11,1265,4.6,Excellent,0,Promoter,26.47
2096,668,9,86,3.3,Average,1,Detractor,40.98
2097,1026,13,284,5.0,Excellent,0,Promoter,61.81
2098,863,14,67,3.9,Average,0,Passive,26.86
2099,1793,27,563,4.7,Excellent,0,Promoter,39.21
2100,67,2,1401,4.3,Good,0,Passive,24.88
2101,1994,24,1666,4.4,Good,0,Passive,36.13
2102,579,5,597,4.4,Good,1,Passive,54.3
2103,329,8,1594,4.2,Good,1,Passive,165.22
2104,1310,15,1140,4.1,Good,0,Passive,31.55
2105,1271,12,1551,4.4,Good,0,Passive,58.0
2106,1819,27,911,4.2,Good,0,Passive,75.02
2107,1057,15,1934,3.5,Average,1,Passive,80.15
2108,926,20,1253,3.2,Average,1,Detractor,85.36
2109,1541,29,2118,4.3,Good,1,Passive,116.72
2110,1110,15,2362,3.8,Average,1,Passive,59.65
2111,998,20,736,4.5,Excellent,1,Promoter,179.46
2112,2059,21,883,4.1,Good,0,Passive,32.12
2113,15,5,489,4.7,Excellent,0,Promoter,37.15
2114,324,5,733,3.9,Average,1,Passive,113.44
2115,1890,26,744,4.3,Good,1,Passive,116.05
2116,1968,29,2470,3.8,Average,0,Passive,32.59
2117,883,16,451,4.5,Excellent,0,Promoter,32.83
2118,2085,21,1926,4.2,Good,0,Passive,10.6
2119,694,2,1869,4.5,Excellent,1,Promoter,83.61
2120,1173,15,76,4.7,Excellent,0,Promoter,57.74
2121,409,7,249,4.1,Good,1,Passive,155.17
2122,1108,14,2055,4.9,Excellent,0,Promoter,20.93
2123,1888,26,1843,4.1,Good,0,Passive,14.71
2124,641,1,854,4.2,Good,0,Passive,86.6
2125,329,7,2249,4.9,Excellent,0,Promoter,51.33
2126,868,14,1873,3.8,Average,1,Passive,80.1
2127,593,1,1924,3.7,Average,0,Passive,56.46
2128,1529,29,2318,4.0,Good,1,Passive,147.41
2129,92,10,2329,5.0,Excellent,0,Promoter,14.2
2130,1965,27,403,2.5,Poor,1,Detractor,68.28
2131,923,15,596,4.0,Good,0,Passive,74.72
2132,1784,25,1816,3.1,Average,1,Detractor,108.38
2133,4,2,2482,4.5,Excellent,1,Promoter,87.78
2134,872,18,821,4.4,Good,0,Passive,19.51
2135,1266,14,1170,3.9,Average,1,Passive,66.99
2136,1191,13,897,4.4,Good,0,Passive,39.67
2137,552,1,1680,3.5,Average,1,Passive,148.98
2138,315,10,633,4.3,Good,0,Passive,12.84
2139,110,8,1011,4.3,Good,0,Passive,55.67
2140,170,6,1661,4.6,Excellent,0,Promoter,84.14
2141,272,8,213,4.8,Excellent,0,Promoter,19.77
2142,1431,20,2010,4.0,Good,0,Passive,81.29
2143,1397,11,2082,4.9,Excellent,0,Promoter,38.92
2144,2143,27,1465,3.2,Average,0,Detractor,97.59
2145,610,10,1068,4.1,Good,1,Passive,82.01
2146,1252,13,1555,4.0,Good,0,Passive,40.92
2147,1429,11,1648,4.0,Good,0,Passive,78.39
2148,1862,23,873,3.8,Average,1,Passive,98.7
2149,1057,14,412,4.7,Excellent,0,Promoter,20.59
2150,436,9,1361,3.7,Average,1,Passive,84.7
2151,666,8,598,3.7,Average,1,Passive,113.2
2152,1142,19,870,4.2,Good,0,Passive,11.74
2153,398,7,1508,3.9,Average,1,Passive,122.39
2154,469,8,169,5.0,Excellent,0,Promoter,72.47
2155,1139,15,1433,4.7,Excellent,1,Promoter,143.64
2156,127,5,1285,4.4,Good,0,Passive,33.88
2157,1757,26,2379,4.2,Good,0,Passive,47.07
2158,921,19,2218,4.6,Excellent,0,Promoter,81.17
2159,2138,30,1364,4.1,Good,0,Passive,30.04
2160,1876,30,2170,3.3,Average,0,Detractor,7.97
2161,881,18,905,4.6,Excellent,0,Promoter,65.88
2162,1040,15,1199,3.5,Average,0,Passive,30.93
2163,365,6,656,4.4,Good,0,Passive,63.26
2164,608,2,243,3.5,Average,1,Passive,111.08
2165,1168,16,610,3.9,Average,1,Passive,56.49
2166,2011,24,831,3.5,Average,0,Passive,56.9
2167,651,5,192,4.3,Good,1,Passive,185.57
2168,739,20,1462,4.0,Good,0,Passive,13.01
2169,1144,18,1357,4.5,Excellent,0,Promoter,28.39
2170,1287,16,2347,3.4,Average,1,Detractor,50.41
2171,607,2,2043,4.6,Excellent,0,Promoter,16.66
2172,346,1,1879,4.0,Good,0,Passive,49.81
2173,1610,29,437,4.1,Good,0,Passive,21.57
2174,395,8,842,4.3,Good,0,Passive,86.69
2175,1183,11,460,4.3,Good,1,Passive,35.34
2176,884,16,930,4.5,Excellent,0,Promoter,77.54
2177,248,5,1961,4.6,Excellent,0,Promoter,69.95
2178,1072,16,2278,4.0,Good,0,Passive,54.15
2179,1041,18,2325,4.8,Excellent,0,Promoter,34.69
2180,1200,11,2345,4.0,Good,0,Passive,34.46
2181,676,4,1569,4.2,Good,0,Passive,55.45
2182,1554,21,1458,4.5,Excellent,0,Promoter,95.31
2183,989,14,1055,4.7,Excellent,0,Promoter,13.34
2184,613,3,1901,3.5,Average,1,Passive,101.06
2185,289,8,1382,4.7,Excellent,1,Promoter,214.84
2186,1514,30,648,3.9,Average,0,Passive,60.25
2187,130,10,488,3.6,Average,1,Passive,148.61
2188,2094,26,2289,2.3,Poor,1,Detractor,53.8
2189,1745,25,35,4.3,Good,0,Passive,10.25
2190,1406,20,1378,4.0,Good,1,Passive,86.01
2191,2108,26,272,4.5,Excellent,0,Promoter,59.9
2192,1162,13,1058,3.9,Average,1,Passive,55.99
2193,1560,26,1859,4.7,Excellent,0,Promoter,28.54
2194,1222,14,317,4.9,Excellent,0,Promoter,72.7
2195,313,7,875,4.0,Good,0,Passive,56.83
2196,1372,20,425,4.7,Excellent,0,Promoter,61.5
2197,1849,24,686,3.8,Average,0,Passive,35.25
2198,1924,27,1434,3.4,Average,0,Detractor,24.31
2199,2104,29,256,3.9,Average,0,Passive,69.69
2200,108,2,31,3.9,Average,0,Passive,26.21
2201,128,8,1255,3.6,Average,1,Passive,156.86
2202,700,8,933,4.0,Good,1,Passive,56.22
2203,843,19,963,3.5,Average,1,Passive,42.77
2204,2036,24,868,3.5,Average,0,Passive,61.69
2205,190,9,578,4.2,Good,0,Passive,70.46
2206,2051,22,2356,4.0,Good,1,Passive,61.97
2207,1535,26,124,4.8,Excellent,0,Promoter,74.54
2208,852,18,2364,4.4,Good,1,Passive,49.83
2209,869,20,2015,3.9,Average,1,Passive,142.13
2210,1186,15,1929,4.6,Excellent,0,Promoter,49.88
2211,1213,17,2421,4.8,Excellent,0,Promoter,29.37
2212,111,5,248,3.6,Average,1,Passive,183.13
2213,159,4,560,4.0,Good,0,Passive,70.11
2214,13,5,397,3.6,Average,1,Passive,32.26
2215,475,4,584,3.9,Average,0,Passive,25.8
2216,637,6,413,3.8,Average,0,Passive,41.99
2217,2007,25,68,3.5,Average,0,Passive,15.84
2218,803,16,502,4.1,Good,0,Passive,103.58
2219,510,2,474,4.3,Good,0,Passive,48.17
2220,1120,11,289,4.3,Good,0,Passive,23.65
2221,453,4,134,4.3,Good,0,Passive,28.17
2222,682,2,681,4.2,Good,1,Passive,69.35
2223,102,8,2367,4.0,Good,0,Passive,26.62
2224,952,18,1291,4.3,Good,0,Passive,22.88
2225,1371,13,210,4.3,Good,0,Passive,40.54
2226,786,11,1277,4.9,Excellent,0,Promoter,31.62
2227,97,1,155,4.4,Good,0,Passive,15.91
2228,393,3,292,4.4,Good,0,Passive,37.72
2229,1071,15,1275,4.4,Good,0,Passive,26.87
2230,1911,25,782,4.2,Good,1,Passive,92.01
2231,578,8,2376,3.9,Average,0,Passive,65.64
2232,855,15,1839,3.8,Average,1,Passive,44.1
2233,352,2,1909,4.3,Good,0,Passive,81.24
2234,964,13,211,4.7,Excellent,0,Promoter,42.77
2235,761,15,2332,4.0,Good,0,Passive,81.16
2236,2175,23,743,4.4,Good,0,Passive,21.34
2237,1201,14,517,5.0,Excellent,0,Promoter,26.99
2238,943,17,838,4.8,Excellent,0,Promoter,33.11
2239,1352,13,1226,4.2,Good,1,Passive,131.36
2240,1016,12,2003,4.0,Good,0,Passive,64.95
2241,798,17,1581,4.7,Excellent,0,Promoter,19.0
2242,804,14,1139,4.9,Excellent,0,Promoter,50.71
2243,1981,25,1101,3.9,Average,0,Passive,16.3
2244,1714,29,1320,4.0,Good,0,Passive,67.47
2245,1297,20,2447,4.8,Excellent,0,Promoter,51.34
2246,704,4,754,3.5,Average,0,Passive,53.47
2247,1703,25,2370,4.3,Good,1,Passive,160.65
2248,1472,25,1097,3.3,Average,0,Detractor,39.22
2249,212,4,2351,4.4,Good,0,Passive,67.19
2250,2167,29,2473,3.0,Average,1,Detractor,125.89
2251,541,6,2096,3.8,Average,0,Passive,27.22
2252,939,13,941,3.8,Average,1,Passive,68.59
2253,1037,16,1402,4.6,Excellent,0,Promoter,56.1
2254,1706,23,277,4.5,Excellent,0,Promoter,46.06
2255,1220,12,2369,4.8,Excellent,0,Promoter,42.74
2256,868,13,1220,5.0,Excellent,0,Promoter,12.0
2257,1089,15,91,3.8,Average,1,Passive,76.49
2258,645,5,379,4.4,Good,0,Passive,6.83
2259,904,20,24,4.2,Good,0,Passive,60.48
2260,1409,19,1488,4.7,Excellent,0,Promoter,64.32
2261,2150,25,2292,2.8,Poor,1,Detractor,129.05
2262,1073,11,332,4.5,Excellent,0,Promoter,38.75
2263,1019,13,1634,4.3,Good,0,Passive,51.12
2264,1871,25,2004,4.4,Good,1,Passive,53.68
2265,1163,15,283,4.5,Excellent,0,Promoter,36.37
2266,891,14,1852,5.0,Excellent,0,Promoter,50.09
2267,542,8,1196,3.9,Average,0,Passive,57.88
2268,1595,24,448,4.9,Excellent,0,Promoter,42.0
2269,507,4,2405,4.7,Excellent,0,Promoter,53.79
2270,1136,14,500,4.0,Good,0,Passive,63.71
2271,865,14,326,4.4,Good,1,Passive,138.25
2272,648,7,2220,3.1,Average,1,Detractor,134.86
2273,1822,29,2033,4.0,Good,0,Passive,39.92
2274,1385,19,890,4.1,Good,1,Passive,78.97
2275,1452,13,1823,4.4,Good,0,Passive,17.61
2276,1649,29,2476,4.2,Good,1,Passive,44.88
2277,870,11,1147,4.3,Good,0,Passive,62.59
2278,2132,29,1349,4.0,Good,0,Passive,51.25
2279,1577,22,1668,4.3,Good,1,Passive,35.04
2280,1575,25,2029,4.3,Good,0,Passive,75.18
2281,1786,22,2404,3.4,Average,0,Detractor,46.08
2282,1698,30,1880,4.2,Good,0,Passive,30.23
2283,306,10,1244,3.9,Average,0,Passive,20.16
2284,988,20,586,3.1,Average,1,Detractor,41.51
2285,491,2,13,4.7,Excellent,0,Promoter,46.49
2286,554,5,1373,4.7,Excellent,0,Promoter,24.82
2287,760,19,2104,4.1,Good,0,Passive,16.84
2288,2156,24,1675,4.0,Good,0,Passive,45.95
2289,688,8,2044,4.4,Good,0,Passive,87.7
2290,272,10,43,2.8,Poor,1,Detractor,56.73
2291,977,14,2261,4.3,Good,1,Passive,154.54
2292,1886,27,1747,4.1,Good,0,Passive,84.63
2293,1959,26,665,4.1,Good,0,Passive,52.53
2294,1343,16,1948,3.4,Average,0,Detractor,34.21
2295,1385,16,947,3.2,Average,1,Detractor,70.34
2296,581,2,214,4.5,Excellent,0,Promoter,61.38
2297,890,14,1571,4.8,Excellent,0,Promoter,33.06
2298,311,7,1936,3.7,Average,1,Passive,25.16
2299,1802,29,2263,3.8,Average,1,Passive,121.1
2300,72,2,1893,4.3,Good,0,Passive,50.39
2301,1429,15,2200,4.8,Excellent,0,Promoter,26.69
2302,1053,19,438,4.6,Excellent,0,Promoter,47.66
2303,1261,20,1583,4.1,Good,1,Passive,117.23
2304,412,10,1757,3.9,Average,0,Passive,47.6
2305,963,15,2265,4.0,Good,0,Passive,71.61
2306,1169,14,406,5.0,Excellent,0,Promoter,90.38
2307,217,1,1701,3.7,Average,1,Passive,43.13
2308,153,2,1480,4.7,Excellent,0,Promoter,34.41
2309,1391,15,1600,4.2,Good,0,Passive,52.22
2310,2013,22,722,4.8,Excellent,0,Promoter,24.74
2311,1454,18,826,4.9,Excellent,0,Promoter,17.63
2312,1490,28,913,4.6,Excellent,0,Promoter,38.73
2313,735,15,1341,4.0,Good,0,Passive,56.95
2314,799,11,820,4.3,Good,0,Passive,28.42
2315,1082,19,802,4.5,Excellent,0,Promoter,9.42
2316,1708,23,1173,4.0,Good,0,Passive,74.57
2317,2159,29,2168,4.3,Good,1,Passive,158.67
2318,212,2,636,4.0,Good,1,Passive,192.56
2319,1545,26,1371,2.5,Poor,1,Detractor,123.01
2320,591,7,993,4.8,Excellent,0,Promoter,37.11
2321,206,5,1962,5.0,Excellent,0,Promoter,22.51
2322,1270,12,693,4.4,Good,0,Passive,69.98
2323,1374,19,1419,3.4,Average,1,Detractor,238.9
2324,710,2,893,4.5,Excellent,0,Promoter,53.27
2325,2178,23,1736,3.3,Average,0,Detractor,71.13
2326,1752,25,1510,4.4,Good,0,Passive,54.18
2327,1132,14,1343,4.9,Excellent,1,Promoter,57.53
2328,719,1,118,4.7,Excellent,0,Promoter,36.06
2329,1918,30,915,3.9,Average,0,Passive,64.96
2330,1203,13,2240,4.9,Excellent,0,Promoter,53.77
2331,57,9,1618,4.3,Good,0,Passive,21.09
2332,1925,23,1611,4.2,Good,1,Passive,100.33
2333,74,2,741,3.9,Average,1,Passive,93.62
2334,728,2,2246,4.4,Good,0,Passive,100.56
2335,547,2,852,3.9,Average,0,Passive,31.22
2336,1154,17,675,4.3,Good,0,Passive,25.15
2337,997,18,515,3.3,Average,1,Detractor,200.76
2338,1037,13,2335,5.0,Excellent,0,Promoter,10.74
2339,693,9,2273,4.6,Excellent,0,Promoter,19.57
2340,1289,15,1000,4.1,Good,1,Passive,130.06
2341,311,9,1999,4.1,Good,0,Passive,37.49
2342,2031,21,980,4.3,Good,1,Passive,45.4
2343,296,5,696,3.9,Average,1,Passive,154.27
2344,1007,16,663,4.1,Good,0,Passive,17.13
2345,968,20,712,4.2,Good,1,Passive,41.64
2346,1709,24,920,4.5,Excellent,1,Promoter,148.78
2347,66,6,293,4.0,Good,0,Passive,53.39
2348,1390,16,308,4.3,Good,1,Passive,122.83
2349,305,2,21,5.0,Excellent,0,Promoter,7.14
2350,807,20,2054,5.0,Excellent,0,Promoter,26.63
2351,965,13,2270,4.4,Good,0,Passive,22.42
2352,2125,29,1240,3.7,Average,0,Passive,26.19
2353,1840,29,1259,4.6,Excellent,0,Promoter,69.98
2354,1928,25,776,4.7,Excellent,0,Promoter,43.34
2355,1531,25,1492,4.7,Excellent,0,Promoter,4.02
2356,1629,26,128,4.4,Good,0,Passive,38.84
2357,1499,23,449,4.7,Excellent,0,Promoter,22.94
2358,860,18,1740,3.4,Average,1,Detractor,44.76
2359,267,5,787,5.0,Excellent,0,Promoter,36.98
2360,1027,20,295,3.7,Average,1,Passive,37.92
2361,756,11,720,4.7,Excellent,0,Promoter,21.5
2362,904,19,542,4.3,Good,0,Passive,27.67
2363,1097,19,360,4.1,Good,1,Passive,25.88
2364,1046,13,2197,4.4,Good,1,Passive,78.23
2365,1666,22,2472,3.9,Average,1,Passive,87.32
2366,1552,26,237,3.8,Average,0,Passive,26.84
2367,941,12,762,3.7,Average,1,Passive,120.71
2368,1074,18,624,4.2,Good,0,Passive,32.93
2369,2084,21,1974,5.0,Excellent,0,Promoter,96.67
2370,1573,29,2400,4.3,Good,0,Passive,57.28
2371,1033,17,2324,3.3,Average,1,Detractor,60.98
2372,1281,11,1001,4.6,Excellent,0,Promoter,56.56
2373,763,11,1429,4.2,Good,1,Passive,121.99
2374,1416,14,1782,4.2,Good,0,Passive,9.8
2375,924,14,2188,4.7,Excellent,1,Promoter,44.81
2376,1859,27,162,3.9,Average,1,Passive,44.11
2377,493,5,2285,5.0,Excellent,0,Promoter,48.3
2378,252,6,2124,4.1,Good,0,Passive,61.1
2379,173,4,859,3.6,Average,1,Passive,54.03
2380,179,7,786,4.4,Good,0,Passive,52.68
2381,839,20,1588,4.8,Excellent,1,Promoter,48.97
2382,233,8,1972,4.5,Excellent,0,Promoter,73.65
2383,1783,21,420,4.5,Excellent,0,Promoter,35.45
2384,1427,20,1529,4.9,Excellent,0,Promoter,58.84
2385,472,4,1629,5.0,Excellent,0,Promoter,38.12
2386,1045,11,731,4.7,Excellent,0,Promoter,47.22
2387,1915,28,729,4.7,Excellent,0,Promoter,70.28
2388,860,13,1789,4.0,Good,1,Passive,47.02
2389,1057,14,1442,4.8,Excellent,0,Promoter,63.22
2390,242,5,330,4.0,Good,1,Passive,123.24
2391,720,5,452,4.8,Excellent,1,Promoter,105.11
2392,1703,29,133,3.8,Average,0,Passive,84.94
2393,1648,29,1025,4.1,Good,0,Passive,31.72
2394,1303,15,959,4.7,Excellent,0,Promoter,75.79
2395,1465,23,66,3.7,Average,1,Passive,161.24
2396,278,1,1623,4.3,Good,0,Passive,21.5
2397,1219,14,2217,4.1,Good,0,Passive,51.13
2398,1454,16,856,4.8,Excellent,0,Promoter,48.1
2399,489,5,2437,4.2,Good,0,Passive,15.18
2400,605,2,1773,4.1,Good,0,Passive,44.9
